Food class level 1,Metrics,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels,Concentration levels
,Country,Finland,Finland,France,France,Germany,Germany,Italy,Italy,Netherlands,Netherlands,Sweden,Sweden,United Kingdom,United Kingdom
,Food (FoodEx2 description),Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram,Microgram/100 gram,Milligram/100 gram
,"Fresh smoked sausages-deprecated, QUAL Low sodium / reduced salt",7.7,420.495,7.7,420.495,7.7,420.495,7.7,420.495,7.7,420.495,7.7,420.495,7.7,420.495
,Fresh spiced sausages in casing,10.69,532.505,10.69,532.505,10.69,532.505,10.69,644.835,10.69,532.505,10.69,532.505,10.69,532.505
,"Fresh spiced sausages in casing, PROCESS Baking",13.88,666.33,13.88,666.33,13.88,666.33,7,531.25,13.88,666.33,13.88,666.33,13.88,666.33
,Game birds fresh meat,13.4,775.087,13,455.659,13,455.659,13,455.659,13,455.659,13.4,775.087,13,455.659
,"Game birds fresh meat, PROCESS Baking",18.6,1041.2591,3.5,819.36,21.3,647.292,3.5,819.36,22,737.97,18.6,1041.1691,22,737.97
,"Game birds fresh meat, PROCESS Cooking in water",,,1.2,378.189,1.2,378.189,1.2,378.189,1.2,378.189,,0.24,1.2,378.189
,"Game birds fresh meat, PROCESS Steaming",,,1.2,378.189,1.2,378.189,1.2,378.189,1.2,378.189,,0.24,1.2,378.189
,"Generic traditionally farmed mammals, fresh fat tissue",0.2,77.582,0.2,77.582,0.2,77.582,0.2,77.582,0.2,77.582,0.2,77.582,0.2,77.582
,"Generic traditionally farmed mammals, fresh fat tissue, PROCESS Cooking in water",1.4,293.37,1.4,293.37,1.4,293.37,1.4,293.37,1.4,293.37,1.4,293.37,1.4,293.37
,"Generic traditionally farmed mammals, fresh fat tissue, PROCESS Steaming",1.4,293.37,1.4,293.37,1.4,293.37,1.4,293.37,1.4,293.37,1.4,293.37,1.4,293.37
,German salami,26.4,473.391,26.4,473.391,26.4,473.391,26.4,473.391,25.92,473.428,26.4,473.391,25.92,473.428
,"German salami, QUAL Low fat (naturally or reduced)",19.1,751.519,19.1,751.519,19.1,751.519,19.1,751.519,18.92,461.116,19.1,751.519,18.92,461.116
,Goat fresh meat,3,530.513,3,530.513,3,530.513,3,563.483,1.13,614.593,3,530.513,1.13,614.593
,"Goat fresh meat, PROCESS Baking",9.1,523.224,9,627.165,9,627.165,9,627.165,9.1,523.224,9.1,523.224,9,627.165
,"Goat fresh meat, PROCESS Cooking in water",1.1,794.25,1.1,794.25,1.1,794.25,1.1,794.25,1.1,794.25,1.1,794.25,1.1,794.25
,"Goat fresh meat, PROCESS Steaming",1.1,794.25,1.1,794.25,1.1,794.25,1.1,794.25,1.1,794.25,1.1,794.25,1.1,794.25
,"Goat liver, PROCESS Baking",152,603.91,152,603.91,152,603.91,152,603.91,152,603.91,152,603.91,152,603.91
,Goose fresh meat,2,468.543,0.3,653.223,0.3,653.223,0.3,653.013,2,468.543,0.3,653.223,2,468.543
,"Goose fresh meat, PROCESS Baking",0.3,888.63,1.2,751.004,0.3,888.63,1.2,751.004,2,593.018,0.3,888.63,2,593.018
,"Goose fresh meat, PROCESS Cooking in water",,,0.2,471.848,0.2,471.848,0.2,471.848,0.2,471.848,,,0.2,471.848
,"Goose fresh meat, PROCESS Steaming",,,0.2,471.848,0.2,471.848,0.2,471.848,0.2,471.848,,,0.2,471.848
,Goose liver,21,572.905,21,572.905,21,572.905,21,572.905,21,572.905,21,572.905,21,572.905
,"Goose liver, PROCESS Baking",144,485.03,144,485.03,144,485.03,144,485.03,144,485.03,144,485.03,144,485.03
,"Goose liver, PROCESS Cooking in water",21,566.003,21,566.003,21,566.003,21,566.003,21,566.003,21,566.003,21,566.003
,"Goose liver, PROCESS Frying",21,266.12,21,266.12,21,266.12,21,266.12,21,266.12,21,266.12,21,266.12
,"Grouse fresh meat, PROCESS Baking",21,777.78,21,737.97,21,777.78,21,737.97,21,777.78,21,777.78,21,737.97
,Guinea-fowl fresh meat,0.4,585.373,0.4,585.373,0.4,585.373,0.4,477.473,0.4,585.373,0.4,585.373,0.4,585.373
,"Ham, beef",14.5,642.012,16.6,610.177,16.6,610.177,16.6,729.587,16.6,610.177,14.5,642.012,16.6,610.177
,"Ham, beef, PROCESS Baking",7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177
,"Ham, beef, PROCESS Cooking in water",7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177
,"Ham, beef, PROCESS Steaming",7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177,7.3,610.177
,"Ham, pork",18.7,573.65,11.475,811.861,13,504.031,11.475,811.676,17.61,1029.279,26.65,831.83,11.61,356.155
,"Ham, pork, PROCESS Baking",6.7,579.872,15.7,441.737,15.7,441.737,15.7,441.737,13.42,749.229,6.7,579.572,15,659.41
,"Ham, pork, PROCESS Cooking in water",26.6,495.82,9.9,618.782,9.3,498.882,9.9,618.615,11.44,705.82,26.6,495.82,12.44,460.919
,"Ham, pork, PROCESS Steaming",26.6,495.82,9.3,498.775,9.3,498.882,9.3,498.882,11.44,705.82,26.6,495.82,12.44,460.919
,Hare fresh meat,10,573.16,16,527.906,16,527.906,16,527.906,25,671.76,10,573.16,25,671.76
,"Hare fresh meat, PROCESS Baking",6.7,793.9192,19.6,660.033,19.6,660.033,19.6,660.033,12.82,502.881,6.7,793.9192,19.6,660.033
,"Hare fresh meat, PROCESS Cooking in water",,,4.7,389.186,4.7,389.186,4.7,389.186,4.7,515.981,,,4.7,515.981
,"Hare fresh meat, PROCESS Steaming",,,4.7,389.186,4.7,389.186,4.7,389.186,4.7,515.981,,,4.7,515.981
,Head cheese,7.9,236.14,14.78,111.44,21.6,437.687,14.78,111.44,12.74,527.614,7.9,236.14,12.74,527.614
,Hungarian-type salami,15.4,550.35,15.4,550.35,15.4,550.35,18.5,669.406,15.4,516.619,15.4,550.35,15.4,516.619
,"Hungarian-type salami, QUAL Low fat (naturally or reduced)",8.1,751.519,8.1,751.519,8.1,751.519,8.1,751.519,8.1,751.519,8.1,751.519,8.1,751.519
,Italian-type salami,6.3,351.6,16.5,589.585,16.5,589.585,14.6,878.62,1.4,514.71,6.3,351.6,11,459.545
,"Knackwurst-type sausage, PROCESS Baking",6.6,383.967,6.6,383.967,6.6,383.967,6.6,383.967,6.6,383.967,6.6,383.967,6.6,383.967
,"Knackwurst-type sausage, PROCESS Cooking in water",8.4,449.981,8.5,401.828,14.4,460.394,8.5,401.828,7.44,269.101,8.4,449.981,7.44,269.101
,"Knackwurst-type sausage, PROCESS Steaming",1.6,445.658,6.6,383.967,6.6,383.967,6.6,383.967,1.6,445.658,1.6,445.658,6.6,383.967
,"Knackwurst-type sausage, QUAL Low fat (naturally or reduced), PROCESS Cooking in water",7.44,306.231,7.44,306.231,7.44,306.231,7.44,306.231,7.44,306.231,7.44,306.231,7.44,306.231
,Liver based spreadable-textured specialities,,,26.9,411.923,26.9,411.923,26.9,411.923,37.55,386.971,,,27,642.98
,Liver cheese,33.7,471.131,33.7,471.131,33.7,471.131,33.7,471.131,38.59,623.046,33.7,471.131,38.59,623.046
,Liver-type sausage,23.5,464.2528,69.5,373.38,69.5,373.38,31.5,373.41,29.43,418.969,23.5,464.2528,30,491.98
,"Liver-type sausage, QUAL Low fat (naturally or reduced)",36.8,450.3163,43.9,779.014,43.9,779.014,43.9,779.014,43.9,779.014,36.8,450.3163,43.9,779.014
,Luncheon spiced ham-type tinned meat,8.54,468.895,23.3,444.602,23.3,444.602,23.3,444.602,8.66,534.945,8.54,468.895,22,376.958
,Mallard fresh meat,0,455.659,0,455.659,0,455.659,0,455.659,3,541.249,0,455.659,3,541.249
,"Mallard fresh meat, PROCESS Baking",1.3,646.492,1.3,646.492,1.3,646.492,1.3,646.492,1.3,646.492,1.3,646.492,1.3,646.492
,"Mallard fresh meat, PROCESS Cooking in water",1.2,378.189,1.2,378.189,1.2,378.189,1.2,378.189,1.2,378.189,1.2,378.189,1.2,378.189
,"Mallard fresh meat, PROCESS Steaming",1.2,378.189,1.2,378.189,1.2,378.189,1.2,378.189,1.2,378.189,1.2,378.189,1.2,378.189
,Matured charcuterie products for cooking,11.5,510.546,11.5,510.546,11.5,510.546,11.5,510.546,11.5,510.546,11.5,510.546,11.5,510.546
,Meat based spreadable-textured specialities,14.3,481.993,14.3,481.993,14.3,481.993,14.3,481.993,16,403.534,14.3,481.993,16,403.534
,Mettwurst-type sausage,8.04,473.217,9.1,329.347,9.1,329.347,9.1,329.347,11.92,475.225,8.04,473.217,11.92,475.225
,"Mettwurst-type sausage, QUAL Low fat (naturally or reduced)",48.8,1352.928,48.8,1352.928,48.8,1352.928,48.8,1352.928,47.82,1134.03,48.8,1352.928,47.82,1134.03
,Miscellaneous cooked sausages,13.9,519.3,14.88,557.148,15.9,419.406,14.88,557.148,14.88,557.148,15.9,419.406,15.9,419.406
,Mixed beef and mutton/lamb fresh meat,20,623.5178,20,623.5178,20,568.2478,20,623.5178,20,623.5178,20,623.5178,20,623.5178
,"Mixed beef and mutton/lamb fresh meat, QUAL Half fat or medium fat",,206.04,,206.04,,206.04,,206.04,,206.04,,206.04,,206.04
,"Mixed beef and mutton/lamb fresh meat, QUAL Low fat (naturally or reduced)",,215.15,,215.15,,215.15,,215.15,,215.15,,215.15,,215.15
,Mixed fresh fat tissue,0.2,76.882,0.2,76.882,0.2,76.882,0.2,76.882,0.2,76.882,0.2,76.882,0.2,76.882
,"Mixed fresh fat tissue, PROCESS Baking",141.7,706.84,141.7,706.84,141.7,706.84,141.7,706.84,141.7,706.84,141.7,706.84,141.7,706.84
,Mixed fresh meat,22.8,548.917,21.08,481.128,22.8,548.917,24.98,542.438,21.08,481.128,22.8,548.917,22.8,548.917
,"Mixed fresh meat, PROCESS Baking",8.3,499.626,9.3,485.937,9.3,485.937,9.3,485.937,8.3,499.626,8.3,499.626,9.3,485.937
,"Mixed fresh meat, PROCESS Cooking in water",11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119
,"Mixed fresh meat, PROCESS Steaming",11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119
,"Mixed fresh meat, QUAL Half fat or medium fat",,508.87,,508.87,,508.87,,508.87,,508.87,,508.87,,508.87
,"Mixed fresh meat, QUAL Low fat (naturally or reduced)",3,556.95,3,556.95,3,556.95,3,556.95,3,556.95,3,556.95,3,556.95
,Mixed pork and mutton/lamb fresh meat,0.6,489.308,0.6,489.308,0.6,489.308,0.6,489.308,0.6,489.308,0.6,489.308,0.6,489.308
,"Mixed pork and mutton/lamb fresh meat, QUAL Half fat or medium fat, PROCESS Cooking in water",22.4,697.4754,22.4,697.4754,22.4,697.4754,22.4,697.4754,22.4,697.4754,22.4,697.4754,22.4,697.4754
,"Mixed pork and mutton/lamb fresh meat, QUAL Half fat or medium fat, PROCESS Steaming",22.4,697.4754,22.4,697.4754,22.4,697.4754,22.4,697.4754,22.4,697.4754,22.4,697.4754,22.4,697.4754
,Mortadella-type sausage,20.3,494.283,12.4,322.83,20.3,494.283,14.6,336.83,19.66,585.555,20.3,494.283,21,459.22
,"Mortadella-type sausage, QUAL Low fat (naturally or reduced)",9.8,460.541,9.8,460.541,9.8,460.541,9.8,460.541,9.66,391.32,9.8,460.541,9.66,391.32
,Pancetta,,645.495,,645.495,,645.495,,535.655,,645.495,,645.495,,645.495
,"Pancetta, PROCESS Baking",1,479.75,1,479.75,1,479.75,1,479.75,1,479.75,1,479.75,1,479.75
,Partridge fresh meat,16.8,804.067,16.8,804.067,16.8,804.067,16.77,288.777,16.8,803.714,16.8,804.067,16.8,803.714
,"Partridge fresh meat, PROCESS Baking",0.84,540.459,0.84,825.369,0.84,540.459,0.84,825.369,0.84,540.459,0.84,540.459,0.84,825.369
,"Partridge fresh meat, PROCESS Cooking in water",0.43,484.42,0.43,484.42,0.43,484.42,0.43,484.42,0.43,484.42,0.43,484.42,0.43,484.42
,"Partridge fresh meat, PROCESS Steaming",0.43,484.42,0.43,484.42,0.43,484.42,0.43,484.42,0.43,484.42,0.43,484.42,0.43,484.42
,"Pastrami, beef",1.8,500.96,1.8,500.96,1.8,500.96,1.8,500.96,1.8,540.96,1.8,500.96,1.8,500.96
,"Pate, chicken liver",8,642.38,8,642.38,8,642.38,8,313.98,8,642.38,8,642.38,8,642.38
,"Pate, goose liver",82.9,609.946,58.17,316.544,82.9,609.946,58.17,316.544,58.17,316.544,82.9,609.946,82.9,609.946
,"Pate, pork liver",36.6,431.87,31,290.115,35.2,406.964,31,290.115,38.55,387.571,36.6,430.52,38.55,387.571
,Pheasant fresh meat,0.8,621.441,0.8,621.441,0.8,621.441,0.8,595.631,3,797.022,0.8,621.441,3,797.022
,"Pheasant fresh meat, PROCESS Baking",14.47,631.102,2.5,819.58,14.47,631.102,2.5,819.58,14.47,631.102,14.47,631.102,17,653.68
,"Pheasant fresh meat, PROCESS Cooking in water",,,0.5,458.338,0.5,458.338,0.5,458.338,0.5,458.338,,,0.5,458.338
,"Pheasant fresh meat, PROCESS Frying",0.5,458.338,0.5,458.338,0.5,458.338,0.5,458.338,0.5,458.338,0.5,458.338,0.5,458.338
,"Pheasant fresh meat, PROCESS Steaming",,,0.5,458.338,0.5,458.338,0.5,458.338,0.5,458.338,,,0.5,458.338
,Pig fresh meat,18.1,468.572,10.624,828.335,13.6,490.375,10.624,588.963,12.46,667.33,18.1,468.572,14,617.14
,"Pig fresh meat, PROCESS Baking",26,779.6294,18.62,785.86,0.5,427.951,18.62,785.86,5,469.195,0.7,621.8294,17,616.75
,"Pig fresh meat, PROCESS Cooking in water",25.9,673.849,1.1,634.332,21.5,473.871,1.1,634.332,22,566.36,8.8,454.689,22,566.36
,"Pig fresh meat, PROCESS Frying",22.6,597.2639,21,926.75,21,926.75,15,729.93,21.7,987.264,22.6,597.2639,21,926.75
,"Pig fresh meat, PROCESS Steaming",25.9,673.849,21.5,473.871,21.5,473.871,21.5,473.871,22,566.36,25.9,673.719,22,566.36
,Pig kidney,165,550.36,165,550.36,165,550.36,165,550.36,190,522.677,165,550.36,190,522.717
,"Pig kidney, PROCESS Baking",13.5,519.607,15,581.55,13.5,519.607,15,581.55,15,581.55,13.5,519.607,13.5,519.607
,"Pig kidney, PROCESS Cooking in water",259.7,409.144,15,579.463,259.7,409.144,15,579.463,265,580.17,259.7,409.144,265,580.17
,"Pig kidney, PROCESS Frying",283.5,520.04,283.5,520.04,283.5,520.04,283.5,520.04,298,909.65,283.5,520.04,298,909.65
,"Pig kidney, PROCESS Steaming",259.7,409.144,15,579.463,259.7,409.144,15,579.463,265,580.17,259.7,409.144,265,580.17
,Pig liver,96,897.267,81,883.195,81,883.195,81,801.337,88.23,799.652,96,897.267,65,762.597
,"Pig liver, PROCESS Baking",25.1,709.896,25.1,709.896,25.1,709.896,25.1,709.896,25.1,709.896,25.1,709.896,25.1,709.896
,"Pig liver, PROCESS Cooking in water",76,677.461,76,677.461,76,677.461,76,677.461,75,584.45,76,677.461,76,721.81
,"Pig liver, PROCESS Frying",,,113.4,971.14,113.4,971.14,113.4,971.14,113.4,971.14,,,113.4,971.14
,"Pig liver, PROCESS Steaming",76,677.461,76,677.461,76,677.461,76,677.461,75,584.45,76,677.461,76,721.81
,Pig trotters and feet,,311.27,,311.27,,311.27,,311.27,,311.27,,311.27,,311.27
,"Pig trotters and feet, PROCESS Cooking in water",1,286.03,1,286.03,1,286.03,1,228.02,1,286.03,1,286.03,1,286.03
,"Pig trotters and feet, PROCESS Steaming",1,286.03,1,286.03,1,286.03,1,228.02,1,286.03,1,286.03,1,286.03
,Pigeon fresh meat,0.5,646.113,0.5,646.113,0.5,646.113,0.5,595.463,0.5,646.113,0.5,646.113,0.5,646.113
,"Pigeon fresh meat, PROCESS Baking",0.4,655.324,0,863.3,0.4,655.324,0,863.3,0,796.13,0.4,655.324,0,796.13
,"Pigeon fresh meat, PROCESS Frying",0.4,655.324,0.4,655.324,0.4,655.324,0.4,655.324,0.4,655.324,0.4,655.324,0.4,655.324
,Polish-type cooked sausage,12,668.46,12,668.46,12,668.46,12,668.46,12,668.46,12,668.46,12,668.46
,Ptarmigan fresh meat,,754.24,,754.24,,754.24,,754.24,,754.24,,754.24,,754.24
,Quail fresh meat,0.5,553.997,0.5,553.997,0.5,553.997,0.5,439.157,0.5,553.997,0.5,553.997,0.5,553.997
,"Quail fresh meat, PROCESS Baking",0.4,502.713,0,12.784,0.4,502.713,0,12.784,0,12.784,0.4,502.713,0.4,502.713
,"Quail fresh meat, PROCESS Cooking in water",0.33,604,0.33,604,0.33,604,0.33,604,0.33,604,0.33,604,0.33,604
,"Quail fresh meat, PROCESS Steaming",0.33,604,0.33,604,0.33,604,0.33,604,0.33,604,0.33,604,0.33,604
,Rabbit fresh meat,6.7,794.9696,2.9,546.91,27,613.665,19.9,643.31,27,551.93,6.7,794.9696,27,642.88
,"Rabbit fresh meat, PROCESS Baking",38.4,558.839,32.8,617.685,38.4,558.839,32.8,617.685,32.8,617.685,38.4,558.839,38.4,558.839
,"Rabbit fresh meat, PROCESS Cooking in water",22.7,444.995,9.76,525.06,22.7,444.995,9.76,525.06,19,421.986,22.7,444.995,19,421.986
,"Rabbit fresh meat, PROCESS Steaming",22.7,444.995,22.7,444.995,22.7,444.995,22.7,444.995,19,421.986,22.7,444.995,19,421.986
,Reindeer meat,37.3,818.807,35,569.307,35,569.307,35,569.307,35,569.307,36.3,818.807,35,569.307
,"Reindeer meat, PROCESS Baking",51.5,1170.0927,34.3,540.134,34.3,540.134,34.3,540.134,34.3,540.134,36.3,875.1427,34.3,540.134
,"Reindeer meat, PROCESS Cooking in water",48.8,1167.6107,48.8,1167.6107,48.8,1167.6107,48.8,1167.6107,48.8,1167.6107,48.8,1167.6107,48.8,1167.6107
,"Reindeer meat, PROCESS Frying",40.3,944.2582,,,,,,,40.3,944.2582,,,,
,"Reindeer meat, PROCESS Steaming",48.8,1167.6107,48.8,1167.6107,48.8,1167.6107,48.8,1167.6107,48.8,1167.6107,48.8,1167.6107,48.8,1167.6107
,Roe deer meat,10,618.827,10,618.827,10,618.827,15.3,593.35,10.4,618.647,10,618.827,10.4,618.647
,"Roe deer meat, PROCESS Baking",1.2,708.456,1.2,708.456,1.2,708.456,1.2,708.456,1.2,708.456,1.2,708.456,1.2,708.456
,"Roe deer meat, PROCESS Cooking in water",,,0.7,410.573,0.7,410.573,0.7,410.573,0.7,410.573,,,0.7,410.573
,"Roe deer meat, PROCESS Steaming",,,0.7,410.573,0.7,410.573,0.7,410.573,0.7,410.573,,,0.7,410.573
,Sheep fresh meat,14.5,388.819,5.6,458.681,5.6,458.681,20.6,585.39,3.56,533.046,14.5,388.819,4,494.62
,"Sheep fresh meat, PROCESS Baking",14.5,558.61,5.6,537.935,6.3,469.488,19.6,582.34,7,615.27,14.5,558.61,7,615.27
,"Sheep fresh meat, PROCESS Cooking in water",20.4,625.7415,5.2,448.377,5.2,448.377,5.2,448.377,5,502.93,20.4,625.7415,5,502.93
,"Sheep fresh meat, PROCESS Frying",18.1,525.0342,6,597.57,6,597.57,6,597.57,6.2,659.32,18.1,525.0342,6,597.57
,"Sheep fresh meat, PROCESS Steaming",20.4,625.7415,5.2,448.377,5.2,448.377,5.2,448.377,5,502.93,20.4,625.7415,5,502.93
,Sheep kidney,150.9,455.022,213,566.513,213,566.513,213,566.513,167,581.03,213,566.513,167,581
,"Sheep kidney, PROCESS Baking",56.9,537.773,56.9,537.773,56.9,537.773,56.9,537.773,56.9,537.773,56.9,537.773,56.9,537.773
,"Sheep kidney, PROCESS Cooking in water",40.8,421.723,79,771.92,40.8,421.723,79,771.92,79,771.92,40.8,421.723,40.8,421.723
,"Sheep kidney, PROCESS Frying",265.9,538.756,265.9,538.756,265.9,538.756,265.9,538.756,263,699.29,265.9,538.756,263,699.29
,"Sheep kidney, PROCESS Steaming",40.8,421.723,79,771.92,40.8,421.723,79,771.92,79,771.92,40.8,421.723,40.8,421.723
,Sheep liver,100.9,714.71,77,718.683,77,718.683,77,740.543,96,753.14,77,718.683,96,753.14
,"Sheep liver, PROCESS Baking",31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174
,"Sheep liver, PROCESS Cooking in water",31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174
,"Sheep liver, PROCESS Frying",,7.26,145,925.54,145,925.54,145,925.54,145,925.54,,7.26,145,925.54
,"Sheep liver, PROCESS Steaming",31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174,31.2,673.174
,"Smoked cooked sausage-deprecated, PROCESS Baking",9.7,368.5478,11.1,335.204,11.1,335.204,11.1,335.204,11.1,335.204,9.7,368.5478,11.1,335.204
,"Smoked cooked sausage-deprecated, PROCESS Cooking in water",9,342.0512,5.06,345.193,9.1,415.604,5.06,345.193,12.6,509.408,9,342.0512,12.6,509.408
,"Smoked cooked sausage-deprecated, PROCESS Steaming",9,343.6542,10.4,415.604,10.4,415.604,10.4,415.604,10.4,415.604,9,343.6542,10.4,415.604
,"Smoked cooked sausage-deprecated, QUAL Low fat (naturally or reduced), PROCESS Baking",7.8,274.8822,7.8,274.8822,7.8,274.8822,7.8,274.8822,7.8,274.8822,7.8,274.8822,7.8,274.8822
,"Smoked cooked sausage-deprecated, QUAL Low fat (naturally or reduced), PROCESS Cooking in water",12.5,516.015,12.5,516.015,12.5,516.015,12.5,516.015,12.5,516.015,12.5,516.015,12.5,516.015
,Snack sausages (like Cabanos and landj�ger),1.8,338.687,1.8,338.687,1.8,338.687,1.8,338.687,1.8,338.687,1.8,338.687,1.8,338.687
,"Snack sausages (like Cabanos and landj�ger), QUAL Low fat (naturally or reduced)",0.7,654.463,0.7,654.463,0.7,654.463,0.7,654.463,0.7,654.463,0.7,654.463,0.7,654.463
,Teewurst-type sausage,7.4,417.334,7.4,417.334,7.4,417.334,7.4,417.334,6.64,561.529,7.4,417.334,6.64,561.529
,"Teewurst-type sausage, QUAL Low fat (naturally or reduced)",23.6,840.804,23.6,840.804,23.6,840.804,23.6,840.804,23.6,840.804,23.6,840.804,23.6,840.804
,"Teewurst-type sausage, QUAL Low sodium / reduced salt",4.4,417.334,4.4,417.334,4.4,417.334,4.4,417.334,4.4,417.334,4.4,417.334,4.4,417.334
,Thuringian sausage,9.3,401.644,9.3,401.644,9.3,401.644,9.3,401.644,9.3,401.644,9.3,401.644,9.3,401.644
,"Thuringian sausage, PROCESS Baking",10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658
,"Thuringian sausage, PROCESS Cooking in water",10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658
,"Thuringian sausage, PROCESS Steaming",10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658,10.3,386.658
,Tinned bulk sausages,8.3,337.854,7.2,534.883,7.2,534.883,7.2,534.883,8.3,337.854,8.3,337.854,7.2,534.883
,Tiroler speck,1.5,212.772,1.5,212.772,1.5,212.772,1.5,583.712,1.5,212.772,1.5,212.772,1.5,212.772
,"Tiroler speck, PROCESS Cooking in water",1.2,163.096,1.2,163.096,1.2,163.096,1.2,163.096,1.2,163.096,1.2,163.096,1.2,163.096
,"Tiroler speck, PROCESS Steaming",1.2,163.096,1.2,163.096,1.2,163.096,1.2,163.096,1.2,163.096,1.2,163.096,1.2,163.096
,Turkey fresh meat,30.7,591.6073,15,427.44,15,427.44,9,635.83,12.44,613.229,30.7,591.6073,15,605.83
,"Turkey fresh meat, PROCESS Baking",20,592.9345,33.2,584.046,25.9,441.255,33.2,536.34,24.4,546.31,20,592.9345,18,669.19
,"Turkey fresh meat, PROCESS Cooking in water",5.4,489.964,20.3,313.164,20.3,313.164,20.3,313.164,21,442.26,5.4,489.964,21,442.26
,"Turkey fresh meat, PROCESS Frying",,,16,759.22,16,759.22,16,757.65,16,759.22,,,16,759.22
,"Turkey fresh meat, PROCESS Steaming",5.4,489.964,20.3,313.164,20.3,313.164,20.3,313.164,21,442.26,5.4,489.964,21,442.26
,"Turkey liver, PROCESS Baking",178,592.574,178,592.574,178,592.574,178,592.574,178,592.574,178,592.574,178,592.574
,"Undefined mixed fresh meat, other species",,,10.7,548.917,10.7,548.917,10.7,548.917,10.7,548.917,,,10.7,548.917
,"Undefined mixed fresh meat, other species, PROCESS Baking",9.3,567.738,9.3,485.937,9.3,485.937,9.3,485.937,9.3,567.738,9.3,567.738,9.3,485.937
,"Undefined mixed fresh meat, other species, PROCESS Cooking in water",11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119
,"Undefined mixed fresh meat, other species, PROCESS Steaming",11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119,11.4,534.119
,"Undefined mixed poultry fresh meat, PROCESS Baking",21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532
,"Undefined mixed poultry fresh meat, PROCESS Cooking in water",21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532
,"Undefined mixed poultry fresh meat, PROCESS Steaming",21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532,21.57,624.532
,Veal kidney,175,606.877,175,606.877,175,606.877,175,606.877,165,531.217,175,606.877,165,531.217
,"Veal kidney, PROCESS Baking",199,528.368,208.1,596.264,204.4,569.56,208.1,596.264,199,528.368,199,528.368,204.4,569.56
,"Veal kidney, PROCESS Cooking in water",22.4,569.56,42,610.108,22.4,569.56,42,610.108,42,610.108,22.4,569.56,22.4,569.56
,"Veal kidney, PROCESS Steaming",22.4,569.56,42,610.108,22.4,569.56,42,610.108,42,610.108,22.4,569.56,22.4,569.56
,Veal liver,178,692.663,178,692.663,178,692.663,178,692.663,186,755.704,178,692.663,186,755.704
,"Veal liver, PROCESS Baking",117.6,710.785,171.8,631.114,171.8,631.114,171.8,631.114,117.6,710.785,117.6,710.785,171.8,631.114
,"Veal liver, PROCESS Cooking in water",118.9,521.327,118.9,521.327,118.9,521.327,118.9,521.327,118.9,521.327,118.9,521.327,118.9,521.327
